egoid,sender,wave,alter1_pos,alter2_pos,alter1_id,alter2_id,alter1_egoid,alter2_egoid,perceived_tie
10353,5745407529,1,4,6,NA,4434181796,NA,NA,1
10353,5745407529,1,4,7,NA,4108024027,NA,NA,1
10353,5745407529,1,4,8,NA,4436758636,NA,NA,1
10353,5745407529,1,4,9,NA,4104462595,NA,NA,1
10353,5745407529,1,4,12,NA,4438344796,NA,NA,1
10353,5745407529,1,4,13,NA,4109600854,NA,NA,1
10353,5745407529,1,4,16,NA,4104567544,NA,NA,1
10353,5745407529,1,4,17,NA,4434148346,NA,NA,1
10353,5745407529,1,4,19,NA,4102077727,NA,NA,1
10353,5745407529,1,4,20,NA,4107108165,NA,NA,1
10353,5745407529,1,5,6,4436317630,4434181796,NA,NA,1
10353,5745407529,1,5,7,4436317630,4108024027,NA,NA,1
10353,5745407529,1,5,8,4436317630,4436758636,NA,NA,1
10353,5745407529,1,5,9,4436317630,4104462595,NA,NA,1
10353,5745407529,1,5,10,4436317630,4104023332,NA,NA,1
10353,5745407529,1,5,11,4436317630,4434983121,NA,NA,1
10353,5745407529,1,5,12,4436317630,4438344796,NA,NA,1
10353,5745407529,1,5,13,4436317630,4109600854,NA,NA,1
10353,5745407529,1,5,14,4436317630,4438346271,NA,NA,1
10353,5745407529,1,5,15,4436317630,4102068140,NA,NA,1
10353,5745407529,1,5,16,4436317630,4104567544,NA,NA,1
10353,5745407529,1,5,17,4436317630,4434148346,NA,NA,1
10353,5745407529,1,5,18,4436317630,4104408164,NA,NA,1
10353,5745407529,1,5,19,4436317630,4102077727,NA,NA,1
10353,5745407529,1,5,20,4436317630,4107108165,NA,NA,1
10353,5745407529,1,6,7,4434181796,4108024027,NA,NA,1
10353,5745407529,1,6,9,4434181796,4104462595,NA,NA,1
10353,5745407529,1,6,10,4434181796,4104023332,NA,NA,1
10353,5745407529,1,6,15,4434181796,4102068140,NA,NA,1
10353,5745407529,1,6,18,4434181796,4104408164,NA,NA,1
10353,5745407529,1,6,20,4434181796,4107108165,NA,NA,1
10353,5745407529,1,7,9,4108024027,4104462595,NA,NA,1
10353,5745407529,1,7,10,4108024027,4104023332,NA,NA,1
10353,5745407529,1,7,12,4108024027,4438344796,NA,NA,1
10353,5745407529,1,7,17,4108024027,4434148346,NA,NA,1
10353,5745407529,1,7,20,4108024027,4107108165,NA,NA,1
10353,5745407529,1,8,12,4436758636,4438344796,NA,NA,1
10353,5745407529,1,8,13,4436758636,4109600854,NA,NA,1
10353,5745407529,1,8,16,4436758636,4104567544,NA,NA,1
10353,5745407529,1,8,17,4436758636,4434148346,NA,NA,1
10353,5745407529,1,8,19,4436758636,4102077727,NA,NA,1
10353,5745407529,1,9,20,4104462595,4107108165,NA,NA,1
10353,5745407529,1,10,11,4104023332,4434983121,NA,NA,1
10353,5745407529,1,10,14,4104023332,4438346271,NA,NA,1
10353,5745407529,1,10,15,4104023332,4102068140,NA,NA,1
10353,5745407529,1,10,18,4104023332,4104408164,NA,NA,1
10353,5745407529,1,10,20,4104023332,4107108165,NA,NA,1
10353,5745407529,1,11,14,4434983121,4438346271,NA,NA,1
10353,5745407529,1,11,15,4434983121,4102068140,NA,NA,1
10353,5745407529,1,12,13,4438344796,4109600854,NA,NA,1
10353,5745407529,1,12,16,4438344796,4104567544,NA,NA,1
10353,5745407529,1,12,17,4438344796,4434148346,NA,NA,1
10353,5745407529,1,12,19,4438344796,4102077727,NA,NA,1
10353,5745407529,1,13,16,4109600854,4104567544,NA,NA,1
10353,5745407529,1,13,17,4109600854,4434148346,NA,NA,1
10353,5745407529,1,13,19,4109600854,4102077727,NA,NA,1
10353,5745407529,1,14,15,4438346271,4102068140,NA,NA,1
10353,5745407529,1,15,20,4102068140,4107108165,NA,NA,1
10353,5745407529,1,16,17,4104567544,4434148346,NA,NA,1
10353,5745407529,1,16,19,4104567544,4102077727,NA,NA,1
10353,5745407529,1,17,19,4434148346,4102077727,NA,NA,1
10353,5745407529,1,18,20,4104408164,4107108165,NA,NA,1
16495,5743671665,1,1,2,7134597130,7134944082,NA,NA,1
16495,5743671665,1,1,3,7134597130,7138180600,NA,NA,1
16495,5743671665,1,1,4,7134597130,7134802493,NA,NA,1
16495,5743671665,1,1,5,7134597130,9254827378,NA,NA,1
16495,5743671665,1,1,6,7134597130,5745403071,NA,52923,1
16495,5743671665,1,1,7,7134597130,7135917816,NA,NA,1
16495,5743671665,1,1,8,7134597130,8322643569,NA,NA,1
16495,5743671665,1,1,9,7134597130,8325244718,NA,NA,1
16495,5743671665,1,1,10,7134597130,8325241353,NA,NA,1
16495,5743671665,1,1,11,7134597130,2817329981,NA,NA,1
16495,5743671665,1,1,12,7134597130,2812176678,NA,NA,1
16495,5743671665,1,1,13,7134597130,8329713062,NA,NA,1
16495,5743671665,1,1,14,7134597130,7137159141,NA,NA,1
16495,5743671665,1,1,15,7134597130,8323664015,NA,NA,1
16495,5743671665,1,1,16,7134597130,8323731960,NA,NA,1
16495,5743671665,1,1,17,7134597130,2817557881,NA,NA,1
16495,5743671665,1,1,18,7134597130,8323739643,NA,NA,1
16495,5743671665,1,1,19,7134597130,2817258403,NA,NA,1
16495,5743671665,1,1,20,7134597130,8323140078,NA,NA,1
16495,5743671665,1,2,3,7134944082,7138180600,NA,NA,1
16495,5743671665,1,2,4,7134944082,7134802493,NA,NA,1
16495,5743671665,1,2,5,7134944082,9254827378,NA,NA,1
16495,5743671665,1,2,7,7134944082,7135917816,NA,NA,1
16495,5743671665,1,2,8,7134944082,8322643569,NA,NA,1
16495,5743671665,1,2,9,7134944082,8325244718,NA,NA,1
16495,5743671665,1,2,11,7134944082,2817329981,NA,NA,1
16495,5743671665,1,2,12,7134944082,2812176678,NA,NA,1
16495,5743671665,1,2,13,7134944082,8329713062,NA,NA,1
16495,5743671665,1,2,14,7134944082,7137159141,NA,NA,1
