ego1,ego2,term,semester,academic_year,college_year,crn
11692,14106,201320,Spring 2014,2013-2014,Junior,24375
11692,66991,201320,Spring 2014,2013-2014,Junior,24954
13799,63188,201320,Spring 2014,2013-2014,Junior,21853
14106,46771,201320,Spring 2014,2013-2014,Junior,23825
15071,29914,201320,Spring 2014,2013-2014,Junior,21020
15071,29914,201320,Spring 2014,2013-2014,Junior,24299
15723,15776,201320,Spring 2014,2013-2014,Junior,20052
15776,16313,201320,Spring 2014,2013-2014,Junior,22877
15776,16313,201320,Spring 2014,2013-2014,Junior,24347
15776,48187,201320,Spring 2014,2013-2014,Junior,22533
16313,16933,201320,Spring 2014,2013-2014,Junior,20849
16313,51597,201320,Spring 2014,2013-2014,Junior,21427
16313,68633,201320,Spring 2014,2013-2014,Junior,29693
17353,68633,201320,Spring 2014,2013-2014,Junior,21850
18420,33094,201320,Spring 2014,2013-2014,Junior,21115
18420,33094,201320,Spring 2014,2013-2014,Junior,21702
18420,71518,201320,Spring 2014,2013-2014,Junior,20236
19066,99856,201320,Spring 2014,2013-2014,Junior,25379
21350,24543,201320,Spring 2014,2013-2014,Junior,27296
21350,25323,201320,Spring 2014,2013-2014,Junior,29871
22617,52441,201320,Spring 2014,2013-2014,Junior,24477
23040,32100,201320,Spring 2014,2013-2014,Junior,22927
23040,72746,201320,Spring 2014,2013-2014,Junior,21510
23144,46160,201320,Spring 2014,2013-2014,Junior,22068
23144,49294,201320,Spring 2014,2013-2014,Junior,21795
23144,69065,201320,Spring 2014,2013-2014,Junior,20558
23144,69065,201320,Spring 2014,2013-2014,Junior,22260
23144,69065,201320,Spring 2014,2013-2014,Junior,22264
23144,78966,201320,Spring 2014,2013-2014,Junior,20629
23144,85596,201320,Spring 2014,2013-2014,Junior,22269
23144,85596,201320,Spring 2014,2013-2014,Junior,23892
23144,92220,201320,Spring 2014,2013-2014,Junior,21798
24543,36951,201320,Spring 2014,2013-2014,Junior,29353
24760,52923,201320,Spring 2014,2013-2014,Junior,21513
24853,25494,201320,Spring 2014,2013-2014,Junior,25242
24853,51102,201320,Spring 2014,2013-2014,Junior,26106
24853,51102,201320,Spring 2014,2013-2014,Junior,30416
24853,93418,201320,Spring 2014,2013-2014,Junior,22344
24853,93418,201320,Spring 2014,2013-2014,Junior,24101
25171,32100,201320,Spring 2014,2013-2014,Junior,23358
25171,32100,201320,Spring 2014,2013-2014,Junior,25278
25171,52385,201320,Spring 2014,2013-2014,Junior,24376
25323,36951,201320,Spring 2014,2013-2014,Junior,23960
26425,36006,201320,Spring 2014,2013-2014,Junior,20254
26425,36006,201320,Spring 2014,2013-2014,Junior,20261
26425,36006,201320,Spring 2014,2013-2014,Junior,23344
26425,57637,201320,Spring 2014,2013-2014,Junior,29744
26999,45000,201320,Spring 2014,2013-2014,Junior,20082
28831,63063,201320,Spring 2014,2013-2014,Junior,28674
32174,74916,201320,Spring 2014,2013-2014,Junior,23572
40629,95798,201320,Spring 2014,2013-2014,Junior,23648
40629,95798,201320,Spring 2014,2013-2014,Junior,24778
40997,51722,201320,Spring 2014,2013-2014,Junior,30535
40997,51722,201320,Spring 2014,2013-2014,Junior,30536
44956,48187,201320,Spring 2014,2013-2014,Junior,24569
45000,52385,201320,Spring 2014,2013-2014,Junior,20737
45000,52923,201320,Spring 2014,2013-2014,Junior,22926
45945,52441,201320,Spring 2014,2013-2014,Junior,30353
46021,68633,201320,Spring 2014,2013-2014,Junior,25705
46021,99856,201320,Spring 2014,2013-2014,Junior,23303
46021,99856,201320,Spring 2014,2013-2014,Junior,28818
46160,91064,201320,Spring 2014,2013-2014,Junior,21796
46160,91064,201320,Spring 2014,2013-2014,Junior,22537
49294,51597,201320,Spring 2014,2013-2014,Junior,20300
50947,53884,201320,Spring 2014,2013-2014,Junior,22431
50947,66754,201320,Spring 2014,2013-2014,Junior,25511
51102,70889,201320,Spring 2014,2013-2014,Junior,23193
51552,71627,201320,Spring 2014,2013-2014,Junior,23218
51597,92220,201320,Spring 2014,2013-2014,Junior,21792
61280,68533,201320,Spring 2014,2013-2014,Junior,20295
61280,68533,201320,Spring 2014,2013-2014,Junior,20750
66245,96492,201320,Spring 2014,2013-2014,Junior,29055
66245,99367,201320,Spring 2014,2013-2014,Junior,21726
72746,83568,201320,Spring 2014,2013-2014,Junior,29742
75178,96492,201320,Spring 2014,2013-2014,Junior,26456
78911,84472,201320,Spring 2014,2013-2014,Junior,23623
78911,91064,201320,Spring 2014,2013-2014,Junior,29087
78911,95994,201320,Spring 2014,2013-2014,Junior,21041
83568,90289,201320,Spring 2014,2013-2014,Junior,25670
83568,92699,201320,Spring 2014,2013-2014,Junior,21908
92220,92811,201320,Spring 2014,2013-2014,Junior,23970
10841,53275,201410,Fall 2014,2014-2015,Senior,10869
11692,14106,201410,Fall 2014,2014-2015,Senior,15140
11692,28831,201410,Fall 2014,2014-2015,Senior,12659
13799,63188,201410,Fall 2014,2014-2015,Senior,12425
13799,63188,201410,Fall 2014,2014-2015,Senior,20491
13799,71518,201410,Fall 2014,2014-2015,Senior,11937
14106,32100,201410,Fall 2014,2014-2015,Senior,11071
15071,29914,201410,Fall 2014,2014-2015,Senior,11467
15071,29914,201410,Fall 2014,2014-2015,Senior,11468
15071,46160,201410,Fall 2014,2014-2015,Senior,11962
15776,17353,201410,Fall 2014,2014-2015,Senior,20530
15776,46584,201410,Fall 2014,2014-2015,Senior,12382
15776,78911,201410,Fall 2014,2014-2015,Senior,20163
16313,52923,201410,Fall 2014,2014-2015,Senior,11355
16933,38927,201410,Fall 2014,2014-2015,Senior,16685
16933,84472,201410,Fall 2014,2014-2015,Senior,14466
17353,46771,201410,Fall 2014,2014-2015,Senior,19529
18420,33094,201410,Fall 2014,2014-2015,Senior,11885
19066,63063,201410,Fall 2014,2014-2015,Senior,17012
21350,72700,201410,Fall 2014,2014-2015,Senior,20787
21350,83568,201410,Fall 2014,2014-2015,Senior,12996
22617,44520,201410,Fall 2014,2014-2015,Senior,14924
22617,44956,201410,Fall 2014,2014-2015,Senior,13399
22617,52385,201410,Fall 2014,2014-2015,Senior,17125
22745,26999,201410,Fall 2014,2014-2015,Senior,11860
22745,32100,201410,Fall 2014,2014-2015,Senior,14039
22745,40629,201410,Fall 2014,2014-2015,Senior,10923
22745,40629,201410,Fall 2014,2014-2015,Senior,19748
22745,82060,201410,Fall 2014,2014-2015,Senior,11873
22745,97933,201410,Fall 2014,2014-2015,Senior,10925
23144,78966,201410,Fall 2014,2014-2015,Senior,10990
23144,78966,201410,Fall 2014,2014-2015,Senior,10993
23144,78966,201410,Fall 2014,2014-2015,Senior,12401
23144,78966,201410,Fall 2014,2014-2015,Senior,12414
23144,78966,201410,Fall 2014,2014-2015,Senior,12431
23144,78966,201410,Fall 2014,2014-2015,Senior,12437
23144,78966,201410,Fall 2014,2014-2015,Senior,14221
23144,78966,201410,Fall 2014,2014-2015,Senior,14629
23144,78966,201410,Fall 2014,2014-2015,Senior,14804
23144,78966,201410,Fall 2014,2014-2015,Senior,16008
24543,63757,201410,Fall 2014,2014-2015,Senior,20068
24760,38927,201410,Fall 2014,2014-2015,Senior,15959
24760,51597,201410,Fall 2014,2014-2015,Senior,16219
24853,33094,201410,Fall 2014,2014-2015,Senior,14467
24853,51102,201410,Fall 2014,2014-2015,Senior,20161
24853,78911,201410,Fall 2014,2014-2015,Senior,11465
24853,93418,201410,Fall 2014,2014-2015,Senior,10540
24853,95994,201410,Fall 2014,2014-2015,Senior,11466
25171,28831,201410,Fall 2014,2014-2015,Senior,20745
25171,45945,201410,Fall 2014,2014-2015,Senior,15747
25323,52923,201410,Fall 2014,2014-2015,Senior,13490
25323,66991,201410,Fall 2014,2014-2015,Senior,16738
25494,40629,201410,Fall 2014,2014-2015,Senior,11401
25494,45292,201410,Fall 2014,2014-2015,Senior,15756
25494,45292,201410,Fall 2014,2014-2015,Senior,20337
25494,45292,201410,Fall 2014,2014-2015,Senior,20338
25494,83184,201410,Fall 2014,2014-2015,Senior,19803
26425,36006,201410,Fall 2014,2014-2015,Senior,11241
26425,57637,201410,Fall 2014,2014-2015,Senior,20265
26999,45000,201410,Fall 2014,2014-2015,Senior,13353
26999,97655,201410,Fall 2014,2014-2015,Senior,17397
32100,36951,201410,Fall 2014,2014-2015,Senior,19797
32174,46021,201410,Fall 2014,2014-2015,Senior,15698
32174,74916,201410,Fall 2014,2014-2015,Senior,13799
33094,38927,201410,Fall 2014,2014-2015,Senior,15839
33094,52923,201410,Fall 2014,2014-2015,Senior,201001001
33094,61280,201410,Fall 2014,2014-2015,Senior,14507
33094,66245,201410,Fall 2014,2014-2015,Senior,13409
36006,66754,201410,Fall 2014,2014-2015,Senior,14495
37617,50947,201410,Fall 2014,2014-2015,Senior,15834
37617,57637,201410,Fall 2014,2014-2015,Senior,15947
37617,82060,201410,Fall 2014,2014-2015,Senior,20588
38927,51552,201410,Fall 2014,2014-2015,Senior,11961
38927,63757,201410,Fall 2014,2014-2015,Senior,19674
39783,84472,201410,Fall 2014,2014-2015,Senior,19931
40629,52385,201410,Fall 2014,2014-2015,Senior,13352
40997,50947,201410,Fall 2014,2014-2015,Senior,11070
44520,45292,201410,Fall 2014,2014-2015,Senior,11404
44956,90289,201410,Fall 2014,2014-2015,Senior,15852
45000,48187,201410,Fall 2014,2014-2015,Senior,16281
45945,63063,201410,Fall 2014,2014-2015,Senior,12342
45945,63063,201410,Fall 2014,2014-2015,Senior,13843
46021,46771,201410,Fall 2014,2014-2015,Senior,13964
46021,51597,201410,Fall 2014,2014-2015,Senior,20432
46160,49294,201410,Fall 2014,2014-2015,Senior,11942
46160,49294,201410,Fall 2014,2014-2015,Senior,12475
46160,95798,201410,Fall 2014,2014-2015,Senior,12435
49294,53275,201410,Fall 2014,2014-2015,Senior,15516
49294,61280,201410,Fall 2014,2014-2015,Senior,17060
49294,63757,201410,Fall 2014,2014-2015,Senior,10241
49294,68533,201410,Fall 2014,2014-2015,Senior,13341
49294,70889,201410,Fall 2014,2014-2015,Senior,11849
50947,51102,201410,Fall 2014,2014-2015,Senior,16853
50947,93418,201410,Fall 2014,2014-2015,Senior,10866
51102,52441,201410,Fall 2014,2014-2015,Senior,14209
52385,72746,201410,Fall 2014,2014-2015,Senior,16715
52385,92220,201410,Fall 2014,2014-2015,Senior,20574
52441,95798,201410,Fall 2014,2014-2015,Senior,19543
53884,58909,201410,Fall 2014,2014-2015,Senior,19675
57637,66754,201410,Fall 2014,2014-2015,Senior,12110
61280,63757,201410,Fall 2014,2014-2015,Senior,12058
63757,90844,201410,Fall 2014,2014-2015,Senior,19981
66245,99367,201410,Fall 2014,2014-2015,Senior,15702
66991,83184,201410,Fall 2014,2014-2015,Senior,15755
68633,98639,201410,Fall 2014,2014-2015,Senior,20565
69065,85596,201410,Fall 2014,2014-2015,Senior,12054
70889,71518,201410,Fall 2014,2014-2015,Senior,16683
70889,92811,201410,Fall 2014,2014-2015,Senior,14782
78911,84472,201410,Fall 2014,2014-2015,Senior,14463
78911,91064,201410,Fall 2014,2014-2015,Senior,20166
78911,98639,201410,Fall 2014,2014-2015,Senior,11630
85596,90289,201410,Fall 2014,2014-2015,Senior,19524
92220,92811,201410,Fall 2014,2014-2015,Senior,15571
95400,99856,201410,Fall 2014,2014-2015,Senior,19753
95798,99856,201410,Fall 2014,2014-2015,Senior,13673
10841,11692,201420,Spring 2015,2014-2015,Senior,29155
10841,53275,201420,Spring 2015,2014-2015,Senior,20518
10841,61280,201420,Spring 2015,2014-2015,Senior,22969
11692,17353,201420,Spring 2015,2014-2015,Senior,30055
11692,28831,201420,Spring 2015,2014-2015,Senior,29302
14106,16933,201420,Spring 2015,2014-2015,Senior,25882
15071,29914,201420,Spring 2015,2014-2015,Senior,30527
15071,51552,201420,Spring 2015,2014-2015,Senior,21773
15071,97655,201420,Spring 2015,2014-2015,Senior,26345
15723,22745,201420,Spring 2015,2014-2015,Senior,29070
15723,36006,201420,Spring 2015,2014-2015,Senior,26479
15776,51597,201420,Spring 2015,2014-2015,Senior,24917
15776,91064,201420,Spring 2015,2014-2015,Senior,29507
15776,98639,201420,Spring 2015,2014-2015,Senior,26750
16313,16933,201420,Spring 2015,2014-2015,Senior,25099
16313,17353,201420,Spring 2015,2014-2015,Senior,29074
16933,24853,201420,Spring 2015,2014-2015,Senior,23321
19066,45292,201420,Spring 2015,2014-2015,Senior,23998
19066,95400,201420,Spring 2015,2014-2015,Senior,23755
21350,24853,201420,Spring 2015,2014-2015,Senior,29112
21350,32174,201420,Spring 2015,2014-2015,Senior,29684
21350,50947,201420,Spring 2015,2014-2015,Senior,25063
21350,52441,201420,Spring 2015,2014-2015,Senior,26524
21350,95798,201420,Spring 2015,2014-2015,Senior,30498
22617,22745,201420,Spring 2015,2014-2015,Senior,25830
22617,26999,201420,Spring 2015,2014-2015,Senior,26965
22617,39783,201420,Spring 2015,2014-2015,Senior,27445
22745,28831,201420,Spring 2015,2014-2015,Senior,24714
22745,45000,201420,Spring 2015,2014-2015,Senior,20429
22745,45000,201420,Spring 2015,2014-2015,Senior,21982
22745,45000,201420,Spring 2015,2014-2015,Senior,25832
23040,26999,201420,Spring 2015,2014-2015,Senior,23610
23144,69065,201420,Spring 2015,2014-2015,Senior,20862
23144,78966,201420,Spring 2015,2014-2015,Senior,21715
23144,78966,201420,Spring 2015,2014-2015,Senior,22150
23144,78966,201420,Spring 2015,2014-2015,Senior,22179
23144,78966,201420,Spring 2015,2014-2015,Senior,22620
23144,78966,201420,Spring 2015,2014-2015,Senior,24346
23144,78966,201420,Spring 2015,2014-2015,Senior,24806
23144,78966,201420,Spring 2015,2014-2015,Senior,25083
24760,78911,201420,Spring 2015,2014-2015,Senior,24677
24853,93418,201420,Spring 2015,2014-2015,Senior,22251
24853,99749,201420,Spring 2015,2014-2015,Senior,21317
25171,63188,201420,Spring 2015,2014-2015,Senior,26710
25323,45292,201420,Spring 2015,2014-2015,Senior,24944
25323,52923,201420,Spring 2015,2014-2015,Senior,23259
25323,52923,201420,Spring 2015,2014-2015,Senior,26382
25494,45292,201420,Spring 2015,2014-2015,Senior,29047
26425,36006,201420,Spring 2015,2014-2015,Senior,21968
26425,49294,201420,Spring 2015,2014-2015,Senior,21710
26999,44520,201420,Spring 2015,2014-2015,Senior,29030
26999,92220,201420,Spring 2015,2014-2015,Senior,30329
29914,53884,201420,Spring 2015,2014-2015,Senior,26873
32100,63063,201420,Spring 2015,2014-2015,Senior,22149
32174,45945,201420,Spring 2015,2014-2015,Senior,26714
32174,46584,201420,Spring 2015,2014-2015,Senior,21969
32174,74916,201420,Spring 2015,2014-2015,Senior,23673
33094,71518,201420,Spring 2015,2014-2015,Senior,24428
33094,84472,201420,Spring 2015,2014-2015,Senior,25098
36006,57637,201420,Spring 2015,2014-2015,Senior,25093
36951,45945,201420,Spring 2015,2014-2015,Senior,22956
37617,57637,201420,Spring 2015,2014-2015,Senior,29196
38927,44956,201420,Spring 2015,2014-2015,Senior,23768
38927,46771,201420,Spring 2015,2014-2015,Senior,21953
39783,66245,201420,Spring 2015,2014-2015,Senior,29576
40629,46771,201420,Spring 2015,2014-2015,Senior,30106
40629,90289,201420,Spring 2015,2014-2015,Senior,24364
40997,50947,201420,Spring 2015,2014-2015,Senior,20384
40997,50947,201420,Spring 2015,2014-2015,Senior,27373
44167,68533,201420,Spring 2015,2014-2015,Senior,26437
44520,60482,201420,Spring 2015,2014-2015,Senior,29166
45292,66991,201420,Spring 2015,2014-2015,Senior,26383
45292,83184,201420,Spring 2015,2014-2015,Senior,26391
46160,46584,201420,Spring 2015,2014-2015,Senior,29625
46160,51597,201420,Spring 2015,2014-2015,Senior,21707
46160,91064,201420,Spring 2015,2014-2015,Senior,21978
48187,78911,201420,Spring 2015,2014-2015,Senior,23675
48187,99856,201420,Spring 2015,2014-2015,Senior,27293
49294,51722,201420,Spring 2015,2014-2015,Senior,21711
49294,68533,201420,Spring 2015,2014-2015,Senior,21283
49294,70889,201420,Spring 2015,2014-2015,Senior,21226
49294,95994,201420,Spring 2015,2014-2015,Senior,29365
51102,74916,201420,Spring 2015,2014-2015,Senior,29148
51552,98639,201420,Spring 2015,2014-2015,Senior,30333
51675,53275,201420,Spring 2015,2014-2015,Senior,29656
51722,99856,201420,Spring 2015,2014-2015,Senior,29172
52441,74916,201420,Spring 2015,2014-2015,Senior,26942
57637,66754,201420,Spring 2015,2014-2015,Senior,23450
61280,63757,201420,Spring 2015,2014-2015,Senior,21244
61280,63757,201420,Spring 2015,2014-2015,Senior,21584
61280,63757,201420,Spring 2015,2014-2015,Senior,22799
63188,66245,201420,Spring 2015,2014-2015,Senior,23705
63757,90844,201420,Spring 2015,2014-2015,Senior,29761
69065,85596,201420,Spring 2015,2014-2015,Senior,24281
69065,85596,201420,Spring 2015,2014-2015,Senior,25742
75468,98326,201420,Spring 2015,2014-2015,Senior,20651
75468,98326,201420,Spring 2015,2014-2015,Senior,20770
83184,92699,201420,Spring 2015,2014-2015,Senior,26801
85596,90289,201420,Spring 2015,2014-2015,Senior,29369
92220,92811,201420,Spring 2015,2014-2015,Senior,23618
