egoid,study_week,stata_week,indegree,outdegree,total_degree,sms_in,sms_out,total_sms,voice_in,voice_out,total_voice,total_communication
44167,27,2711,1,0,1,1,0,1,0,0,0,1
44520,27,2711,5,5,10,0,0,0,7,12,19,19
44947,27,2711,14,10,24,410,401,811,2,7,9,820
44956,27,2711,9,15,24,45,57,102,1,8,9,111
45000,27,2711,11,11,22,162,154,316,4,12,16,332
45292,27,2711,44,42,86,373,423,796,25,36,61,857
45539,27,2711,19,14,33,304,233,537,3,1,4,541
45945,27,2711,12,9,21,428,407,835,3,6,9,844
46160,27,2711,30,24,54,265,242,507,7,11,18,525
46584,27,2711,24,25,49,98,71,169,6,44,50,219
46654,27,2711,34,26,60,551,498,1049,24,45,69,1118
46771,27,2711,17,0,17,38,0,38,0,0,0,38
47230,27,2711,21,20,41,321,250,571,14,71,85,656
48187,27,2711,20,17,37,255,214,469,9,22,31,500
48429,27,2711,26,33,59,201,195,396,15,25,40,436
48990,27,2711,13,10,23,544,537,1081,12,12,24,1105
49294,27,2711,11,8,19,460,557,1017,2,29,31,1048
49597,27,2711,9,6,15,38,28,66,1,3,4,70
50181,27,2711,11,9,20,16,15,31,6,12,18,49
50709,27,2711,16,16,32,320,349,669,10,22,32,701
50869,27,2711,18,21,39,115,107,222,7,10,17,239
50947,27,2711,23,27,50,443,458,901,7,37,44,945
51102,27,2711,59,52,111,1708,1324,3032,10,20,30,3062
51470,27,2711,8,0,8,9,0,9,0,0,0,9
51552,27,2711,14,12,26,104,107,211,13,22,35,246
51597,27,2711,24,27,51,122,122,244,2,28,30,274
51675,27,2711,7,7,14,49,40,89,1,30,31,120
52067,27,2711,40,36,76,759,573,1332,17,18,35,1367
52385,27,2711,27,24,51,202,198,400,7,9,16,416
52441,27,2711,32,30,62,301,297,598,10,16,26,624
52615,27,2711,8,4,12,183,181,364,4,2,6,370
52635,27,2711,12,8,20,33,34,67,8,6,14,81
52923,27,2711,19,18,37,365,415,780,14,17,31,811
53275,27,2711,11,11,22,30,15,45,8,31,39,84
53884,27,2711,7,7,14,32,20,52,0,7,7,59
55464,27,2711,46,42,88,518,565,1083,25,50,75,1158
55594,27,2711,21,19,40,84,78,162,9,9,18,180
57637,27,2711,19,14,33,131,137,268,8,4,12,280
57896,27,2711,23,21,44,182,158,340,1,5,6,346
58909,27,2711,26,19,45,136,134,270,3,13,16,286
59367,27,2711,24,13,37,182,113,295,20,20,40,335
60482,27,2711,19,16,35,96,77,173,27,30,57,230
60830,27,2711,14,15,29,61,85,146,14,23,37,183
61280,27,2711,20,16,36,581,585,1166,6,8,14,1180
62555,27,2711,12,11,23,58,68,126,4,18,22,148
62560,27,2711,21,25,46,144,134,278,3,15,18,296
63063,27,2711,25,27,52,401,338,739,10,13,23,762
63188,27,2711,22,23,45,202,228,430,3,10,13,443
63757,27,2711,17,18,35,51,47,98,6,17,23,121
63817,27,2711,13,14,27,645,611,1256,5,6,11,1267
64772,27,2711,31,33,64,430,327,757,28,37,65,822
65102,27,2711,15,13,28,1059,1044,2103,21,16,37,2140
65526,27,2711,11,12,23,68,57,125,0,4,4,129
65591,27,2711,14,16,30,48,50,98,27,40,67,165
66052,27,2711,45,45,90,362,250,612,33,131,164,776
66245,27,2711,21,22,43,175,146,321,2,21,23,344
66404,27,2711,23,20,43,242,154,396,4,1,5,401
66754,27,2711,22,20,42,305,303,608,4,9,13,621
66991,27,2711,41,36,77,367,356,723,9,19,28,751
67947,27,2711,22,24,46,71,51,122,14,31,45,167
68494,27,2711,31,39,70,618,564,1182,9,30,39,1221
68533,27,2711,27,25,52,146,126,272,4,15,19,291
68633,27,2711,12,10,22,149,132,281,11,18,29,310
69065,27,2711,20,16,36,464,385,849,10,12,22,871
69669,27,2711,4,1,5,12,8,20,0,0,0,20
70889,27,2711,14,11,25,185,168,353,1,1,2,355
71187,27,2711,15,12,27,69,61,130,2,2,4,134
71518,27,2711,18,18,36,96,83,179,8,9,17,196
71627,27,2711,32,34,66,216,208,424,8,40,48,472
71700,27,2711,35,35,70,337,364,701,9,6,15,716
71782,27,2711,22,19,41,240,93,333,12,31,43,376
72746,27,2711,12,14,26,111,87,198,2,2,4,202
73175,27,2711,10,7,17,42,30,72,1,6,7,79
73303,27,2711,14,12,26,69,71,140,5,6,11,151
74916,27,2711,41,45,86,523,532,1055,24,29,53,1108
75178,27,2711,5,2,7,13,11,24,3,1,4,28
75261,27,2711,36,33,69,354,363,717,20,17,37,754
75466,27,2711,9,8,17,48,43,91,2,2,4,95
75468,27,2711,13,10,23,44,42,86,7,17,24,110
76313,27,2711,26,21,47,142,125,267,10,13,23,290
77023,27,2711,16,16,32,159,163,322,9,18,27,349
77291,27,2711,27,26,53,319,319,638,9,11,20,658
77824,27,2711,27,22,49,199,174,373,9,5,14,387
78062,27,2711,18,20,38,148,141,289,0,5,5,294
78638,27,2711,27,30,57,827,763,1590,5,42,47,1637
78911,27,2711,11,12,23,30,42,72,2,6,8,80
78966,27,2711,22,21,43,559,100,659,5,2,7,666
79877,27,2711,28,28,56,147,147,294,11,8,19,313
80058,27,2711,34,35,69,100,108,208,2,6,8,216
80193,27,2711,27,22,49,625,355,980,10,52,62,1042
82060,27,2711,16,8,24,197,168,365,10,9,19,384
82282,27,2711,11,7,18,31,25,56,4,4,8,64
83184,27,2711,13,12,25,132,129,261,3,0,3,264
83568,27,2711,21,16,37,200,142,342,15,17,32,374
84472,27,2711,22,19,41,299,274,573,8,13,21,594
84625,27,2711,3,0,3,5,0,5,0,0,0,5
85596,27,2711,19,20,39,298,265,563,12,15,27,590
85970,27,2711,36,33,69,730,824,1554,4,22,26,1580
86009,27,2711,23,21,44,104,83,187,10,14,24,211
86237,27,2711,9,9,18,46,45,91,1,11,12,103
86352,27,2711,20,24,44,88,81,169,19,37,56,225
86610,27,2711,17,10,27,169,175,344,5,7,12,356
86727,27,2711,19,16,35,106,97,203,1,1,2,205
88133,27,2711,21,25,46,98,105,203,9,14,23,226
88175,27,2711,14,18,32,99,99,198,2,9,11,209
89827,27,2711,9,11,20,114,92,206,5,14,19,225
10060,28,2712,7,7,14,76,51,127,0,1,1,128
10281,28,2712,9,12,21,712,655,1367,9,21,30,1397
10353,28,2712,17,18,35,77,71,148,0,1,1,149
10841,28,2712,20,24,44,108,115,223,16,33,49,272
11023,28,2712,12,13,25,409,397,806,3,5,8,814
11360,28,2712,20,21,41,150,140,290,34,63,97,387
11692,28,2712,19,19,38,303,316,619,12,4,16,635
13799,28,2712,28,37,65,338,400,738,3,34,37,775
13882,28,2712,20,21,41,110,116,226,0,5,5,231
13896,28,2712,3,1,4,4,1,5,0,0,0,5
14106,28,2712,4,3,7,15,13,28,1,2,3,31
14188,28,2712,16,19,35,100,99,199,8,34,42,241
14962,28,2712,15,20,35,620,646,1266,10,21,31,1297
15071,28,2712,11,7,18,170,146,316,6,7,13,329
15723,28,2712,13,13,26,165,124,289,6,8,14,303
15776,28,2712,16,17,33,207,201,408,4,8,12,420
16313,28,2712,36,42,78,205,191,396,6,25,31,427
16495,28,2712,19,18,37,154,132,286,6,36,42,328
16933,28,2712,17,16,33,648,694,1342,11,10,21,1363
17041,28,2712,11,10,21,58,52,110,2,13,15,125
17353,28,2712,14,14,28,84,79,163,4,16,20,183
18344,28,2712,24,25,49,321,123,444,9,11,20,464
18394,28,2712,12,11,23,546,492,1038,1,3,4,1042
18420,28,2712,10,7,17,174,7,181,24,21,45,226
19066,28,2712,25,27,52,199,209,408,8,28,36,444
19844,28,2712,26,25,51,171,144,315,3,14,17,332
20905,28,2712,17,19,36,85,89,174,4,13,17,191
21350,28,2712,26,25,51,382,437,819,7,14,21,840
22617,28,2712,23,22,45,229,259,488,5,5,10,498
22745,28,2712,13,12,25,215,212,427,0,6,6,433
22931,28,2712,21,15,36,441,429,870,3,11,14,884
23040,28,2712,14,11,25,105,90,195,6,8,14,209
23144,28,2712,27,23,50,121,108,229,11,21,32,261
23642,28,2712,15,15,30,199,212,411,4,7,11,422
24543,28,2712,12,14,26,64,63,127,5,9,14,141
24760,28,2712,24,30,54,390,451,841,9,25,34,875
24853,28,2712,22,23,45,122,94,216,5,9,14,230
25171,28,2712,14,16,30,64,64,128,3,5,8,136
25323,28,2712,20,22,42,206,239,445,4,26,30,475
25494,28,2712,19,14,33,92,77,169,8,7,15,184
25544,28,2712,112,146,258,707,698,1405,6,25,31,1436
25947,28,2712,21,18,39,123,90,213,10,12,22,235
26127,28,2712,13,11,24,226,153,379,12,33,45,424
26425,28,2712,12,12,24,51,41,92,0,6,6,98
28831,28,2712,3,5,8,5,8,13,3,10,13,26
29914,28,2712,13,13,26,33,23,56,6,15,21,77
30076,28,2712,16,18,34,981,852,1833,3,3,6,1839
30952,28,2712,14,13,27,238,203,441,12,28,40,481
31372,28,2712,19,16,35,256,253,509,18,30,48,557
31583,28,2712,41,45,86,518,498,1016,9,27,36,1052
32174,28,2712,12,13,25,40,41,81,2,8,10,91
32899,28,2712,12,12,24,84,80,164,3,20,23,187
33094,28,2712,21,23,44,162,164,326,39,56,95,421
34250,28,2712,12,15,27,64,70,134,8,15,23,157
34853,28,2712,19,14,33,55,62,117,3,5,8,125
35227,28,2712,23,22,45,233,216,449,12,13,25,474
36006,28,2712,3,4,7,21,20,41,0,1,1,42
36143,28,2712,31,35,66,305,268,573,23,44,67,640
36951,28,2712,28,28,56,154,153,307,4,7,11,318
37617,28,2712,25,28,53,275,260,535,6,21,27,562
38823,28,2712,20,19,39,271,278,549,7,10,17,566
38893,28,2712,12,13,25,46,47,93,8,20,28,121
38901,28,2712,27,29,56,191,187,378,9,6,15,393
38927,28,2712,31,29,60,547,559,1106,8,14,22,1128
39122,28,2712,9,14,23,49,44,93,4,15,19,112
39253,28,2712,5,4,9,13,11,24,1,3,4,28
39701,28,2712,26,22,48,257,243,500,7,14,21,521
39783,28,2712,15,14,29,116,118,234,11,16,27,261
40557,28,2712,20,21,41,178,159,337,5,10,15,352
40629,28,2712,27,27,54,164,169,333,2,11,13,346
40877,28,2712,1,0,1,0,0,0,2,0,2,2
40997,28,2712,27,26,53,108,131,239,21,66,87,326
41393,28,2712,15,14,29,43,42,85,12,18,30,115
44520,28,2712,6,11,17,0,0,0,11,20,31,31
44947,28,2712,11,11,22,463,465,928,0,2,2,930
44956,28,2712,11,11,22,35,38,73,0,10,10,83
45000,28,2712,15,17,32,238,228,466,4,12,16,482
45292,28,2712,45,46,91,374,354,728,23,55,78,806
45539,28,2712,20,17,37,385,348,733,7,2,9,742
45945,28,2712,11,8,19,530,518,1048,3,2,5,1053
46021,28,2712,8,8,16,72,48,120,3,15,18,138
46160,28,2712,34,23,57,402,286,688,9,5,14,702
46584,28,2712,22,24,46,143,99,242,6,44,50,292
46654,28,2712,27,20,47,459,375,834,9,39,48,882
46771,28,2712,24,24,48,102,68,170,7,22,29,199
47230,28,2712,11,13,24,501,399,900,9,61,70,970
48187,28,2712,18,16,34,181,135,316,13,39,52,368
48429,28,2712,21,21,42,107,99,206,0,0,0,206
48990,28,2712,9,12,21,381,362,743,15,25,40,783
49294,28,2712,9,9,18,450,499,949,4,19,23,972
49597,28,2712,12,12,24,60,60,120,3,6,9,129
50181,28,2712,9,13,22,19,20,39,3,13,16,55
50709,28,2712,15,16,31,251,259,510,9,24,33,543
50869,28,2712,17,17,34,100,83,183,5,14,19,202
50947,28,2712,28,30,58,486,531,1017,8,24,32,1049
51102,28,2712,61,57,118,1184,927,2111,11,24,35,2146
51552,28,2712,7,9,16,116,102,218,5,9,14,232
51597,28,2712,26,29,55,117,99,216,3,19,22,238
51675,28,2712,6,7,13,42,46,88,5,15,20,108
51722,28,2712,11,10,21,37,24,61,1,15,16,77
52067,28,2712,32,31,63,337,296,633,16,10,26,659
52385,28,2712,25,25,50,248,234,482,2,9,11,493
52441,28,2712,32,34,66,322,300,622,10,33,43,665
52615,28,2712,6,5,11,118,110,228,2,1,3,231
52635,28,2712,10,8,18,39,27,66,6,7,13,79
52923,28,2712,18,18,36,211,221,432,7,10,17,449
53275,28,2712,9,17,26,13,12,25,9,43,52,77
53884,28,2712,8,7,15,67,51,118,6,16,22,140
55464,28,2712,37,43,80,436,526,962,13,43,56,1018
55594,28,2712,24,21,45,120,103,223,8,16,24,247
57637,28,2712,12,14,26,83,96,179,4,2,6,185
57896,28,2712,23,23,46,179,167,346,3,8,11,357
58909,28,2712,15,9,24,56,46,102,0,2,2,104
59367,28,2712,21,15,36,130,86,216,7,9,16,232
60482,28,2712,19,20,39,130,116,246,13,19,32,278
60830,28,2712,10,9,19,22,35,57,11,19,30,87
61280,28,2712,13,12,25,605,623,1228,1,3,4,1232
62555,28,2712,7,8,15,42,54,96,7,10,17,113
62560,28,2712,26,29,55,311,276,587,11,22,33,620
63063,28,2712,18,21,39,306,253,559,9,14,23,582
63188,28,2712,17,20,37,118,130,248,6,10,16,264
63757,28,2712,5,12,17,34,31,65,2,9,11,76
63817,28,2712,6,6,12,385,365,750,1,4,5,755
64772,28,2712,35,36,71,419,364,783,24,37,61,844
65102,28,2712,14,17,31,808,815,1623,12,17,29,1652
65526,28,2712,10,13,23,177,187,364,0,5,5,369
65591,28,2712,10,13,23,53,57,110,19,26,45,155
66052,28,2712,43,44,87,529,390,919,31,94,125,1044
66245,28,2712,31,33,64,185,152,337,14,25,39,376
66404,28,2712,27,23,50,298,125,423,5,2,7,430
66754,28,2712,13,14,27,210,229,439,2,13,15,454
66991,28,2712,35,37,72,255,257,512,5,13,18,530
67947,28,2712,19,25,44,99,93,192,9,53,62,254
68494,28,2712,26,30,56,455,423,878,13,30,43,921
68533,28,2712,22,21,43,116,104,220,8,22,30,250
68633,28,2712,12,12,24,191,173,364,10,11,21,385
69065,28,2712,20,19,39,563,464,1027,11,15,26,1053
69669,28,2712,2,0,2,2,0,2,0,0,0,2
70889,28,2712,7,6,13,52,48,100,0,0,0,100
71187,28,2712,16,15,31,108,92,200,4,5,9,209
71518,28,2712,22,24,46,109,94,203,2,14,16,219
71627,28,2712,35,40,75,304,301,605,10,37,47,652
71700,28,2712,35,35,70,371,423,794,13,16,29,823
71782,28,2712,23,22,45,238,96,334,14,24,38,372
72746,28,2712,17,16,33,192,159,351,5,1,6,357
73175,28,2712,9,8,17,36,15,51,1,3,4,55
73303,28,2712,14,16,30,40,39,79,5,11,16,95
74916,28,2712,33,32,65,517,506,1023,8,6,14,1037
75178,28,2712,5,4,9,14,9,23,8,4,12,35
75261,28,2712,35,32,67,415,397,812,25,13,38,850
75466,28,2712,12,12,24,41,40,81,2,2,4,85
75468,28,2712,8,9,17,11,14,25,2,12,14,39
76313,28,2712,20,23,43,132,93,225,2,21,23,248
77023,28,2712,12,14,26,128,121,249,7,13,20,269
77291,28,2712,25,24,49,429,429,858,1,6,7,865
77824,28,2712,25,22,47,114,103,217,6,5,11,228
78062,28,2712,18,19,37,209,217,426,0,3,3,429
78638,28,2712,27,28,55,737,681,1418,6,39,45,1463
78911,28,2712,15,15,30,60,78,138,6,4,10,148
78966,28,2712,23,24,47,590,81,671,4,11,15,686
79877,28,2712,18,18,36,60,46,106,9,13,22,128
80058,28,2712,24,22,46,86,78,164,3,9,12,176
80193,28,2712,20,20,40,592,603,1195,13,59,72,1267
82060,28,2712,16,14,30,240,237,477,4,8,12,489
82282,28,2712,9,9,18,20,16,36,0,6,6,42
83184,28,2712,17,17,34,214,227,441,4,4,8,449
83568,28,2712,18,15,33,179,145,324,8,14,22,346
84472,28,2712,28,28,56,282,263,545,6,1,7,552
84625,28,2712,1,0,1,2,0,2,0,0,0,2
85596,28,2712,18,17,35,446,426,872,5,15,20,892
85970,28,2712,28,30,58,652,720,1372,13,36,49,1421
86009,28,2712,17,17,34,73,79,152,4,11,15,167
86237,28,2712,4,9,13,8,8,16,1,15,16,32
86352,28,2712,20,20,40,69,67,136,27,32,59,195
86610,28,2712,16,19,35,225,220,445,10,14,24,469
86727,28,2712,16,18,34,116,109,225,12,6,18,243
88133,28,2712,24,29,53,129,148,277,10,25,35,312
88175,28,2712,8,6,14,52,41,93,1,6,7,100
89827,28,2712,18,17,35,178,139,317,8,18,26,343
10060,29,2713,9,8,17,46,36,82,4,0,4,86
10281,29,2713,13,21,34,750,690,1440,7,17,24,1464
10353,29,2713,17,14,31,113,93,206,0,0,0,206
10841,29,2713,21,24,45,170,183,353,17,25,42,395
11023,29,2713,17,18,35,384,388,772,7,12,19,791
11360,29,2713,24,25,49,131,128,259,34,90,124,383
11692,29,2713,17,16,33,195,179,374,13,16,29,403
13116,29,2713,2,0,2,2,0,2,0,0,0,2
13799,29,2713,16,15,31,273,285,558,1,8,9,567
13882,29,2713,15,18,33,128,138,266,5,6,11,277
13896,29,2713,3,1,4,4,0,4,0,1,1,5
14106,29,2713,6,6,12,17,12,29,1,4,5,34
14188,29,2713,16,17,33,158,181,339,9,11,20,359
14962,29,2713,20,31,51,593,585,1178,27,52,79,1257
15071,29,2713,5,6,11,178,154,332,10,11,21,353
15723,29,2713,17,17,34,199,175,374,8,7,15,389
15776,29,2713,18,18,36,241,225,466,6,11,17,483
16313,29,2713,35,40,75,257,246,503,4,20,24,527
16495,29,2713,22,24,46,168,164,332,3,32,35,367
16933,29,2713,23,23,46,680,722,1402,19,17,36,1438
17041,29,2713,11,8,19,30,25,55,2,1,3,58
17353,29,2713,19,19,38,78,72,150,9,27,36,186
18344,29,2713,27,28,55,248,131,379,13,12,25,404
18394,29,2713,16,18,34,861,638,1499,2,3,5,1504
18420,29,2713,13,9,22,121,19,140,18,14,32,172
19066,29,2713,16,18,34,108,122,230,4,22,26,256
19844,29,2713,34,31,65,209,191,400,9,13,22,422
20905,29,2713,1,1,2,4,5,9,0,0,0,9
21350,29,2713,19,22,41,279,346,625,6,29,35,660
22617,29,2713,20,20,40,156,160,316,5,4,9,325
22745,29,2713,16,15,31,221,221,442,0,6,6,448
22931,29,2713,19,15,34,650,682,1332,2,5,7,1339
23040,29,2713,12,13,25,197,196,393,5,10,15,408
23144,29,2713,21,22,43,65,46,111,10,28,38,149
23642,29,2713,16,19,35,424,401,825,7,13,20,845
24543,29,2713,17,18,35,100,90,190,8,19,27,217
24760,29,2713,16,22,38,417,556,973,2,12,14,987
24853,29,2713,20,20,40,142,109,251,5,13,18,269
25171,29,2713,24,32,56,184,195,379,6,25,31,410
25323,29,2713,14,16,30,178,180,358,0,5,5,363
25494,29,2713,17,20,37,135,120,255,8,16,24,279
25544,29,2713,37,42,79,458,423,881,2,19,21,902
25947,29,2713,21,19,40,117,91,208,4,19,23,231
26127,29,2713,19,19,38,150,102,252,14,28,42,294
26425,29,2713,12,14,26,31,25,56,3,9,12,68
28831,29,2713,6,14,20,28,30,58,1,20,21,79
29914,29,2713,11,10,21,33,20,53,4,17,21,74
30076,29,2713,26,23,49,1027,846,1873,6,11,17,1890
30952,29,2713,13,15,28,195,166,361,11,24,35,396
31372,29,2713,13,15,28,210,190,400,6,12,18,418
31583,29,2713,35,35,70,500,475,975,6,16,22,997
32100,29,2713,0,1,1,0,1,1,0,0,0,1
32174,29,2713,20,21,41,85,74,159,10,15,25,184
32899,29,2713,10,9,19,46,38,84,1,14,15,99
33094,29,2713,27,27,54,196,189,385,59,63,122,507
34250,29,2713,20,19,39,64,70,134,11,10,21,155
34853,29,2713,33,37,70,441,490,931,15,28,43,974
35227,29,2713,28,28,56,349,351,700,19,28,47,747
36006,29,2713,6,7,13,69,59,128,2,2,4,132
36143,29,2713,35,40,75,279,188,467,33,46,79,546
36951,29,2713,33,34,67,193,182,375,7,9,16,391
37617,29,2713,28,28,56,363,337,700,8,26,34,734
38823,29,2713,17,21,38,293,286,579,5,14,19,598
38893,29,2713,14,12,26,71,64,135,9,17,26,161
38901,29,2713,32,34,66,302,292,594,7,6,13,607
38927,29,2713,18,20,38,340,354,694,5,12,17,711
39122,29,2713,11,11,22,43,28,71,3,21,24,95
39253,29,2713,1,1,2,1,1,2,0,0,0,2
39701,29,2713,23,27,50,139,131,270,3,26,29,299
39783,29,2713,14,13,27,209,219,428,19,32,51,479
40557,29,2713,22,21,43,158,124,282,6,12,18,300
40629,29,2713,25,25,50,162,167,329,3,16,19,348
40997,29,2713,26,29,55,144,194,338,15,47,62,400
41393,29,2713,19,17,36,74,54,128,7,5,12,140
44167,29,2713,22,27,49,128,141,269,5,19,24,293
44520,29,2713,10,9,19,28,20,48,15,21,36,84
44947,29,2713,13,14,27,552,550,1102,1,1,2,1104
44956,29,2713,11,15,26,77,86,163,4,10,14,177
45000,29,2713,13,14,27,123,103,226,5,8,13,239
45292,29,2713,34,36,70,288,280,568,16,27,43,611
45539,29,2713,16,11,27,282,240,522,4,5,9,531
45945,29,2713,13,13,26,698,677,1375,2,5,7,1382
46021,29,2713,16,16,32,219,167,386,8,24,32,418
46160,29,2713,22,16,38,321,206,527,9,13,22,549
46584,29,2713,25,28,53,73,45,118,9,64,73,191
46654,29,2713,31,24,55,570,512,1082,21,51,72,1154
46771,29,2713,38,34,72,139,108,247,22,25,47,294
47230,29,2713,19,19,38,586,492,1078,11,40,51,1129
48187,29,2713,16,13,29,132,83,215,18,22,40,255
48429,29,2713,25,20,45,159,143,302,0,0,0,302
48990,29,2713,12,12,24,178,161,339,9,24,33,372
49294,29,2713,6,7,13,362,413,775,3,19,22,797
49597,29,2713,10,8,18,34,31,65,0,2,2,67
50181,29,2713,8,9,17,11,9,20,4,16,20,40
50709,29,2713,21,21,42,249,273,522,12,34,46,568
50869,29,2713,14,17,31,81,80,161,5,13,18,179
50947,29,2713,29,30,59,453,489,942,13,18,31,973
51102,29,2713,60,56,116,1148,917,2065,4,23,27,2092
51552,29,2713,15,15,30,92,94,186,11,8,19,205
51597,29,2713,25,33,58,120,125,245,2,35,37,282
51675,29,2713,6,4,10,13,10,23,3,25,28,51
51722,29,2713,8,9,17,63,49,112,0,3,3,115
52067,29,2713,22,24,46,500,290,790,9,7,16,806
52385,29,2713,13,13,26,137,113,250,0,7,7,257
52441,29,2713,23,25,48,200,193,393,4,9,13,406
52615,29,2713,19,19,38,276,273,549,8,7,15,564
52635,29,2713,10,9,19,22,19,41,5,9,14,55
52923,29,2713,23,22,45,292,314,606,9,12,21,627
53275,29,2713,9,14,23,41,81,122,4,49,53,175
53884,29,2713,8,9,17,76,56,132,0,6,6,138
55464,29,2713,26,32,58,186,265,451,10,31,41,492
55594,29,2713,24,25,49,169,151,320,23,20,43,363
57637,29,2713,13,15,28,85,91,176,5,9,14,190
57896,29,2713,23,22,45,217,205,422,4,4,8,430
58909,29,2713,25,15,40,103,74,177,1,7,8,185
59367,29,2713,23,17,40,232,164,396,18,12,30,426
60482,29,2713,14,13,27,74,63,137,7,9,16,153
60830,29,2713,11,14,25,38,36,74,1,15,16,90
61280,29,2713,12,13,25,587,622,1209,11,11,22,1231
62555,29,2713,8,12,20,33,38,71,5,16,21,92
62560,29,2713,23,27,50,267,240,507,13,23,36,543
63063,29,2713,21,17,38,210,169,379,10,7,17,396
