egoid,study_week,stata_week,indegree,outdegree,total_degree,sms_in,sms_out,total_sms,voice_in,voice_out,total_voice,total_communication
28831,48,2732,5,7,12,46,36,82,1,5,6,88
29914,48,2732,9,7,16,206,137,343,2,4,6,349
30076,48,2732,16,20,36,169,195,364,5,7,12,376
30952,48,2732,2,1,3,10,5,15,0,0,0,15
31372,48,2732,9,13,22,68,66,134,2,19,21,155
31583,48,2732,30,30,60,331,331,662,7,10,17,679
32100,48,2732,8,8,16,9,13,22,4,4,8,30
32174,48,2732,11,12,23,29,29,58,3,5,8,66
32899,48,2732,5,8,13,11,9,20,4,11,15,35
33094,48,2732,1,0,1,1,0,1,0,0,0,1
34250,48,2732,12,12,24,76,84,160,3,4,7,167
34853,48,2732,14,14,28,245,247,492,8,21,29,521
35227,48,2732,17,18,35,459,510,969,0,0,0,969
36006,48,2732,3,1,4,3,1,4,2,0,2,6
36143,48,2732,34,33,67,446,316,762,20,67,87,849
36951,48,2732,41,49,90,347,369,716,8,35,43,759
37617,48,2732,12,13,25,525,339,864,1,3,4,868
38823,48,2732,8,6,14,63,61,124,4,2,6,130
38901,48,2732,24,23,47,175,182,357,4,5,9,366
38927,48,2732,25,30,55,210,221,431,5,4,9,440
39122,48,2732,6,5,11,56,13,69,2,3,5,74
39701,48,2732,21,23,44,414,359,773,7,15,22,795
39783,48,2732,13,14,27,214,218,432,23,32,55,487
40629,48,2732,12,14,26,129,114,243,1,9,10,253
40997,48,2732,11,15,26,109,133,242,0,18,18,260
41393,48,2732,17,20,37,86,73,159,7,17,24,183
44167,48,2732,36,46,82,282,254,536,22,77,99,635
44947,48,2732,6,4,10,219,222,441,3,0,3,444
44956,48,2732,1,1,2,0,0,0,1,2,3,3
45000,48,2732,7,10,17,93,108,201,1,6,7,208
45292,48,2732,29,28,57,288,293,581,10,9,19,600
45539,48,2732,13,12,25,329,310,639,3,5,8,647
45945,48,2732,8,7,15,351,355,706,7,1,8,714
46021,48,2732,11,15,26,106,99,205,13,25,38,243
46160,48,2732,12,7,19,30,30,60,1,0,1,61
46584,48,2732,2,3,5,2,1,3,0,9,9,12
46654,48,2732,12,12,24,800,740,1540,17,36,53,1593
46771,48,2732,23,30,53,120,82,202,9,29,38,240
48187,48,2732,13,12,25,65,41,106,10,18,28,134
48429,48,2732,27,33,60,628,585,1213,19,37,56,1269
48990,48,2732,8,9,17,15,7,22,8,13,21,43
49294,48,2732,5,5,10,308,300,608,3,26,29,637
49597,48,2732,6,77,83,68,71,139,2,74,76,215
50181,48,2732,6,7,13,10,15,25,5,8,13,38
50709,48,2732,11,11,22,124,108,232,7,18,25,257
50869,48,2732,10,13,23,248,223,471,3,11,14,485
50947,48,2732,19,20,39,430,472,902,2,27,29,931
51102,48,2732,27,26,53,552,586,1138,1,12,13,1151
51552,48,2732,16,16,32,118,115,233,6,17,23,256
51597,48,2732,13,17,30,29,23,52,5,10,15,67
51722,48,2732,14,18,32,71,56,127,9,13,22,149
52067,48,2732,20,20,40,132,115,247,1,3,4,251
52385,48,2732,24,44,68,336,281,617,26,110,136,753
52441,48,2732,21,20,41,246,140,386,3,5,8,394
52635,48,2732,11,8,19,39,23,62,11,14,25,87
52923,48,2732,12,13,25,232,218,450,7,10,17,467
53275,48,2732,5,8,13,14,8,22,12,16,28,50
53884,48,2732,5,4,9,18,15,33,1,0,1,34
55464,48,2732,28,32,60,149,153,302,11,76,87,389
55594,48,2732,6,7,13,31,27,58,3,9,12,70
57637,48,2732,12,12,24,73,72,145,7,6,13,158
57896,48,2732,23,26,49,123,108,231,6,14,20,251
58909,48,2732,13,9,22,89,88,177,4,2,6,183
59367,48,2732,12,10,22,74,49,123,3,20,23,146
61280,48,2732,17,15,32,488,520,1008,4,14,18,1026
62560,48,2732,22,22,44,275,204,479,3,16,19,498
63063,48,2732,17,16,33,272,228,500,15,24,39,539
63188,48,2732,6,8,14,70,80,150,0,2,2,152
63817,48,2732,12,13,25,553,471,1024,0,9,9,1033
64772,48,2732,37,36,73,537,299,836,27,42,69,905
65102,48,2732,8,7,15,387,365,752,23,24,47,799
65526,48,2732,3,5,8,55,59,114,1,2,3,117
66245,48,2732,46,48,94,518,330,848,23,37,60,908
66404,48,2732,17,15,32,280,160,440,4,5,9,449
66754,48,2732,10,9,19,58,65,123,2,6,8,131
66991,48,2732,29,34,63,314,266,580,9,41,50,630
68494,48,2732,20,18,38,924,634,1558,15,13,28,1586
68533,48,2732,20,19,39,139,121,260,3,5,8,268
68633,48,2732,10,9,19,192,178,370,8,10,18,388
69065,48,2732,17,17,34,436,348,784,3,7,10,794
70889,48,2732,13,15,28,95,90,185,4,11,15,200
71187,48,2732,13,14,27,131,123,254,10,10,20,274
71518,48,2732,10,10,20,53,41,94,4,2,6,100
71627,48,2732,17,15,32,167,167,334,7,10,17,351
71700,48,2732,16,18,34,134,143,277,10,18,28,305
71782,48,2732,14,15,29,177,88,265,4,6,10,275
72746,48,2732,16,16,32,125,120,245,10,6,16,261
73175,48,2732,7,12,19,179,193,372,1,10,11,383
73303,48,2732,10,8,18,46,35,81,9,12,21,102
74916,48,2732,22,28,50,197,153,350,18,38,56,406
75261,48,2732,18,22,40,277,258,535,2,16,18,553
76313,48,2732,8,6,14,68,47,115,5,6,11,126
77023,48,2732,6,6,12,104,92,196,0,0,0,196
77291,48,2732,15,17,32,102,102,204,0,5,5,209
77824,48,2732,14,14,28,166,156,322,8,9,17,339
78062,48,2732,13,13,26,649,639,1288,5,9,14,1302
78638,48,2732,24,29,53,645,624,1269,1,26,27,1296
78911,48,2732,5,8,13,46,62,108,0,5,5,113
78966,48,2732,14,18,32,622,97,719,4,18,22,741
79877,48,2732,23,23,46,184,148,332,11,22,33,365
80058,48,2732,28,28,56,119,113,232,13,19,32,264
80193,48,2732,17,18,35,695,781,1476,19,43,62,1538
82060,48,2732,7,11,18,78,96,174,29,33,62,236
82282,48,2732,3,2,5,16,12,28,0,2,2,30
83568,48,2732,14,14,28,113,84,197,5,15,20,217
84215,48,2732,3,3,6,29,21,50,2,3,5,55
84472,48,2732,4,0,4,4,0,4,0,0,0,4
84841,48,2732,17,19,36,250,220,470,16,16,32,502
85596,48,2732,16,19,35,299,275,574,5,6,11,585
85970,48,2732,19,24,43,268,291,559,4,23,27,586
86009,48,2732,13,12,25,151,153,304,5,9,14,318
86237,48,2732,3,3,6,10,11,21,0,1,1,22
86352,48,2732,13,17,30,27,16,43,7,27,34,77
86610,48,2732,7,11,18,93,75,168,9,37,46,214
86727,48,2732,11,11,22,798,766,1564,6,1,7,1571
88133,48,2732,12,17,29,60,59,119,6,11,17,136
88175,48,2732,9,7,16,79,61,140,3,2,5,145
89827,48,2732,8,9,17,83,61,144,15,10,25,169
10060,49,2733,8,7,15,123,117,240,2,10,12,252
10353,49,2733,11,14,25,164,169,333,4,5,9,342
10841,49,2733,13,12,25,143,168,311,5,9,14,325
11023,49,2733,15,16,31,137,145,282,8,5,13,295
11360,49,2733,14,14,28,247,259,506,27,46,73,579
11692,49,2733,9,11,20,380,394,774,1,4,5,779
13799,49,2733,10,10,20,199,205,404,5,29,34,438
13882,49,2733,33,35,68,314,363,677,3,7,10,687
14106,49,2733,11,10,21,213,58,271,3,10,13,284
14188,49,2733,18,23,41,69,82,151,8,18,26,177
15071,49,2733,6,8,14,26,31,57,2,2,4,61
15776,49,2733,18,20,38,230,227,457,4,8,12,469
16313,49,2733,34,32,66,324,313,637,8,15,23,660
16495,49,2733,19,22,41,532,510,1042,8,17,25,1067
16933,49,2733,13,14,27,348,312,660,8,13,21,681
17353,49,2733,18,19,37,118,95,213,7,14,21,234
18394,49,2733,21,23,44,494,338,832,4,17,21,853
19844,49,2733,15,17,32,51,34,85,5,19,24,109
21350,49,2733,20,20,40,545,592,1137,5,15,20,1157
22617,49,2733,8,7,15,96,92,188,1,3,4,192
22745,49,2733,11,14,25,173,168,341,3,34,37,378
22931,49,2733,15,10,25,96,54,150,2,4,6,156
23040,49,2733,10,10,20,121,105,226,4,7,11,237
23144,49,2733,5,4,9,12,4,16,2,5,7,23
24543,49,2733,5,9,14,13,9,22,1,14,15,37
24853,49,2733,8,8,16,46,34,80,3,10,13,93
25171,49,2733,7,7,14,15,12,27,1,3,4,31
25323,49,2733,18,16,34,119,114,233,3,7,10,243
25494,49,2733,27,34,61,396,393,789,19,42,61,850
25544,49,2733,23,28,51,215,226,441,2,14,16,457
26127,49,2733,21,23,44,258,241,499,23,39,62,561
26425,49,2733,7,9,16,83,51,134,3,10,13,147
28831,49,2733,3,10,13,15,18,33,0,10,10,43
29914,49,2733,8,9,17,290,172,462,10,35,45,507
30076,49,2733,16,15,31,207,213,420,7,5,12,432
31372,49,2733,8,12,20,32,30,62,0,6,6,68
31583,49,2733,47,53,100,579,540,1119,27,44,71,1190
32100,49,2733,6,10,16,14,10,24,3,15,18,42
32174,49,2733,5,8,13,37,36,73,4,7,11,84
32899,49,2733,3,4,7,1,4,5,3,3,6,11
34250,49,2733,2,4,6,1,2,3,2,4,6,9
34853,49,2733,24,23,47,411,393,804,9,17,26,830
35227,49,2733,21,19,40,633,782,1415,0,0,0,1415
36006,49,2733,1,1,2,1,0,1,0,1,1,2
36143,49,2733,27,23,50,312,228,540,10,20,30,570
36951,49,2733,35,42,77,305,289,594,6,15,21,615
37617,49,2733,16,15,31,304,244,548,5,15,20,568
38823,49,2733,7,9,16,38,35,73,4,6,10,83
38901,49,2733,20,22,42,155,145,300,2,12,14,314
38927,49,2733,17,18,35,160,172,332,4,10,14,346
39122,49,2733,6,8,14,142,48,190,8,19,27,217
39701,49,2733,20,24,44,614,625,1239,7,26,33,1272
39783,49,2733,8,10,18,164,159,323,12,22,34,357
40629,49,2733,22,28,50,167,169,336,2,14,16,352
40997,49,2733,7,9,16,41,39,80,0,3,3,83
41393,49,2733,14,13,27,56,43,99,4,3,7,106
44167,49,2733,42,50,92,364,363,727,48,76,124,851
44947,49,2733,8,8,16,266,274,540,3,9,12,552
44956,49,2733,3,2,5,2,1,3,2,4,6,9
45000,49,2733,5,8,13,114,108,222,0,7,7,229
45292,49,2733,35,39,74,310,343,653,13,33,46,699
45539,49,2733,16,11,27,217,179,396,6,3,9,405
45945,49,2733,9,8,17,322,297,619,2,3,5,624
46021,49,2733,13,15,28,152,140,292,9,22,31,323
46160,49,2733,8,8,16,64,78,142,0,0,0,142
46584,49,2733,1,2,3,1,0,1,0,3,3,4
46654,49,2733,18,19,37,698,658,1356,30,65,95,1451
46771,49,2733,23,32,55,124,98,222,7,33,40,262
48187,49,2733,15,16,31,58,47,105,11,16,27,132
48429,49,2733,27,33,60,530,530,1060,19,46,65,1125
48990,49,2733,8,9,17,24,22,46,11,11,22,68
49294,49,2733,7,6,13,291,249,540,2,8,10,550
49597,49,2733,11,10,21,55,51,106,4,5,9,115
50181,49,2733,10,7,17,8,8,16,9,8,17,33
50709,49,2733,9,9,18,107,94,201,5,8,13,214
50869,49,2733,11,13,24,214,207,421,5,10,15,436
50947,49,2733,16,20,36,248,238,486,5,21,26,512
51102,49,2733,8,7,15,106,17,123,1,2,3,126
51552,49,2733,11,15,26,99,99,198,9,9,18,216
51597,49,2733,17,19,36,49,44,93,4,15,19,112
51675,49,2733,0,1,1,0,0,0,0,2,2,2
51722,49,2733,17,19,36,128,90,218,5,9,14,232
52067,49,2733,28,26,54,176,139,315,11,13,24,339
52385,49,2733,30,35,65,341,295,636,6,38,44,680
52441,49,2733,22,23,45,170,151,321,4,6,10,331
52615,49,2733,1,0,1,1,0,1,0,0,0,1
52635,49,2733,12,12,24,49,41,90,11,19,30,120
52923,49,2733,16,20,36,123,127,250,5,19,24,274
53275,49,2733,5,7,12,43,48,91,6,15,21,112
53884,49,2733,9,8,17,45,38,83,2,2,4,87
55464,49,2733,75,70,145,426,339,765,21,36,57,822
55594,49,2733,5,5,10,26,26,52,3,6,9,61
57637,49,2733,5,6,11,18,21,39,1,9,10,49
57896,49,2733,15,23,38,106,94,200,9,25,34,234
58909,49,2733,10,8,18,66,66,132,1,7,8,140
59367,49,2733,13,10,23,54,40,94,3,11,14,108
61280,49,2733,27,25,52,825,943,1768,10,10,20,1788
62560,49,2733,15,16,31,175,117,292,0,6,6,298
63063,49,2733,11,19,30,238,219,457,5,35,40,497
63188,49,2733,8,13,21,62,61,123,6,8,14,137
63817,49,2733,8,15,23,313,308,621,3,25,28,649
64772,49,2733,30,32,62,515,143,658,14,32,46,704
65102,49,2733,9,13,22,204,206,410,6,22,28,438
65526,49,2733,6,4,10,74,69,143,2,4,6,149
66245,49,2733,31,31,62,219,179,398,24,32,56,454
66404,49,2733,15,13,28,319,179,498,2,3,5,503
66754,49,2733,18,17,35,216,199,415,14,29,43,458
66991,49,2733,37,37,74,291,245,536,8,27,35,571
68494,49,2733,18,18,36,801,508,1309,7,14,21,1330
68533,49,2733,20,21,41,136,108,244,1,13,14,258
68633,49,2733,11,16,27,325,291,616,14,19,33,649
69065,49,2733,17,17,34,285,233,518,10,20,30,548
70889,49,2733,9,7,16,43,35,78,1,0,1,79
71187,49,2733,12,10,22,107,97,204,6,5,11,215
71518,49,2733,8,12,20,39,25,64,2,7,9,73
71627,49,2733,20,21,41,75,84,159,4,13,17,176
71700,49,2733,13,20,33,128,170,298,12,17,29,327
71782,49,2733,12,12,24,205,69,274,5,6,11,285
72746,49,2733,12,15,27,116,115,231,5,11,16,247
73175,49,2733,5,6,11,116,118,234,1,11,12,246
73303,49,2733,4,3,7,20,14,34,0,5,5,39
74916,49,2733,43,41,84,541,511,1052,28,37,65,1117
75261,49,2733,18,21,39,172,164,336,10,15,25,361
76313,49,2733,11,10,21,91,46,137,7,3,10,147
77023,49,2733,7,6,13,50,67,117,0,0,0,117
77291,49,2733,21,30,51,225,209,434,1,22,23,457
77824,49,2733,14,18,32,99,95,194,3,18,21,215
78062,49,2733,8,9,17,447,443,890,1,5,6,896
78638,49,2733,17,20,37,675,672,1347,9,15,24,1371
78911,49,2733,8,11,19,47,68,115,5,10,15,130
78966,49,2733,15,15,30,727,111,838,1,8,9,847
79877,49,2733,18,18,36,79,56,135,11,16,27,162
80058,49,2733,13,11,24,50,38,88,0,2,2,90
80193,49,2733,14,19,33,740,888,1628,16,52,68,1696
82060,49,2733,10,10,20,105,100,205,16,15,31,236
82282,49,2733,1,2,3,3,2,5,0,1,1,6
83568,49,2733,18,18,36,146,110,256,5,7,12,268
84215,49,2733,7,6,13,50,46,96,0,3,3,99
84472,49,2733,16,19,35,142,132,274,0,2,2,276
84841,49,2733,17,18,35,182,165,347,15,29,44,391
85596,49,2733,17,17,34,245,214,459,8,4,12,471
85970,49,2733,25,26,51,299,340,639,8,16,24,663
86009,49,2733,16,19,35,230,266,496,9,11,20,516
86237,49,2733,1,2,3,8,9,17,0,1,1,18
86352,49,2733,28,32,60,89,113,202,17,38,55,257
86610,49,2733,13,18,31,149,129,278,7,34,41,319
86727,49,2733,5,6,11,703,649,1352,0,4,4,1356
88133,49,2733,11,16,27,123,120,243,8,16,24,267
88175,49,2733,8,13,21,49,42,91,2,7,9,100
89827,49,2733,7,7,14,47,40,87,8,9,17,104
10060,50,2734,6,6,12,344,319,663,2,7,9,672
10353,50,2734,14,14,28,389,392,781,1,5,6,787
10841,50,2734,17,15,32,136,130,266,7,10,17,283
11023,50,2734,12,12,24,304,343,647,3,12,15,662
11360,50,2734,13,13,26,211,206,417,14,36,50,467
11692,50,2734,9,7,16,164,164,328,2,2,4,332
13799,50,2734,11,12,23,175,188,363,2,8,10,373
13882,50,2734,27,29,56,331,374,705,10,17,27,732
14106,50,2734,13,12,25,205,77,282,7,3,10,292
14188,50,2734,16,16,32,65,60,125,6,25,31,156
15071,50,2734,10,11,21,131,116,247,4,10,14,261
15776,50,2734,13,14,27,68,58,126,3,10,13,139
16313,50,2734,39,42,81,412,375,787,16,33,49,836
16495,50,2734,23,22,45,273,261,534,12,14,26,560
16933,50,2734,21,21,42,393,344,737,10,15,25,762
17353,50,2734,14,19,33,92,60,152,9,22,31,183
18394,50,2734,26,25,51,711,524,1235,2,4,6,1241
19844,50,2734,15,11,26,71,61,132,8,15,23,155
21350,50,2734,25,25,50,534,519,1053,5,25,30,1083
22617,50,2734,15,15,30,105,111,216,6,8,14,230
22745,50,2734,16,12,28,172,172,344,5,10,15,359
22931,50,2734,18,10,28,72,214,286,11,14,25,311
23040,50,2734,12,9,21,85,86,171,5,3,8,179
23144,50,2734,11,8,19,17,12,29,4,10,14,43
24543,50,2734,9,10,19,59,43,102,5,12,17,119
24760,50,2734,7,15,22,43,37,80,4,17,21,101
24853,50,2734,20,16,36,96,50,146,7,18,25,171
25171,50,2734,25,25,50,147,168,315,4,24,28,343
25323,50,2734,11,10,21,33,35,68,2,3,5,73
25494,50,2734,28,31,59,338,307,645,33,56,89,734
25544,50,2734,20,25,45,110,117,227,1,7,8,235
26127,50,2734,22,23,45,206,195,401,20,43,63,464
26425,50,2734,11,14,25,321,410,731,3,4,7,738
28831,50,2734,2,4,6,10,12,22,1,3,4,26
29914,50,2734,9,7,16,300,224,524,7,5,12,536
30076,50,2734,14,16,30,126,132,258,0,2,2,260
31372,50,2734,2,3,5,3,3,6,0,1,1,7
31583,50,2734,37,38,75,464,468,932,20,69,89,1021
32100,50,2734,8,8,16,10,8,18,1,5,6,24
32174,50,2734,9,9,18,28,26,54,2,13,15,69
32899,50,2734,5,4,9,19,21,40,7,6,13,53
34250,50,2734,8,8,16,9,7,16,4,25,29,45
34853,50,2734,21,21,42,247,248,495,13,24,37,532
35227,50,2734,16,9,25,321,363,684,0,0,0,684
36006,50,2734,5,3,8,8,6,14,1,1,2,16
36143,50,2734,37,34,71,443,362,805,10,33,43,848
36951,50,2734,44,51,95,308,302,610,14,31,45,655
37617,50,2734,13,13,26,312,225,537,3,3,6,543
38823,50,2734,9,10,19,61,60,121,6,3,9,130
38901,50,2734,25,27,52,253,227,480,5,13,18,498
38927,50,2734,25,25,50,228,216,444,8,19,27,471
39122,50,2734,14,18,32,179,54,233,7,19,26,259
39701,50,2734,22,24,46,727,771,1498,5,22,27,1525
39783,50,2734,11,14,25,150,156,306,12,27,39,345
40629,50,2734,20,19,39,162,150,312,4,19,23,335
40997,50,2734,11,16,27,67,81,148,5,35,40,188
41393,50,2734,17,16,33,56,44,100,10,11,21,121
44167,50,2734,53,54,107,340,330,670,17,49,66,736
44520,50,2734,3,3,6,2,2,4,4,8,12,16
44947,50,2734,11,10,21,472,494,966,4,6,10,976
44956,50,2734,1,1,2,0,0,0,1,1,2,2
45000,50,2734,7,6,13,116,113,229,4,5,9,238
45292,50,2734,37,40,77,313,335,648,8,18,26,674
45539,50,2734,16,11,27,284,235,519,2,0,2,521
45945,50,2734,10,9,19,330,318,648,5,3,8,656
46021,50,2734,15,13,28,180,150,330,24,26,50,380
46160,50,2734,10,11,21,61,73,134,1,3,4,138
46584,50,2734,12,11,23,27,22,49,2,19,21,70
46654,50,2734,14,12,26,870,832,1702,20,40,60,1762
46771,50,2734,27,28,55,232,185,417,8,39,47,464
48429,50,2734,18,25,43,422,404,826,14,31,45,871
48990,50,2734,7,5,12,4,1,5,5,8,13,18
49294,50,2734,4,1,5,214,208,422,3,1,4,426
49597,50,2734,9,9,18,57,39,96,4,9,13,109
50181,50,2734,11,9,20,10,8,18,8,8,16,34
50709,50,2734,13,10,23,99,90,189,6,5,11,200
50869,50,2734,10,6,16,189,180,369,5,1,6,375
50947,50,2734,15,17,32,137,129,266,6,11,17,283
51102,50,2734,10,7,17,199,19,218,0,1,1,219
51552,50,2734,12,11,23,111,99,210,1,5,6,216
51597,50,2734,11,15,26,15,16,31,1,8,9,40
51675,50,2734,4,8,12,4,2,6,0,8,8,14
51722,50,2734,16,14,30,78,74,152,7,7,14,166
52067,50,2734,20,18,38,41,28,69,8,18,26,95
52385,50,2734,34,42,76,457,400,857,8,43,51,908
52441,50,2734,25,23,48,282,292,574,9,13,22,596
52635,50,2734,14,12,26,40,21,61,13,20,33,94
52923,50,2734,9,11,20,126,105,231,2,9,11,242
53275,50,2734,5,4,9,15,15,30,2,11,13,43
53884,50,2734,4,4,8,28,19,47,2,0,2,49
55464,50,2734,33,36,69,371,352,723,13,29,42,765
55594,50,2734,7,9,16,25,21,46,11,15,26,72
57637,50,2734,10,9,19,62,68,130,5,2,7,137
57896,50,2734,13,11,24,103,94,197,2,3,5,202
58909,50,2734,15,12,27,43,34,77,2,2,4,81
59367,50,2734,17,12,29,109,89,198,1,14,15,213
61280,50,2734,21,24,45,911,1011,1922,4,8,12,1934
62560,50,2734,18,22,40,168,119,287,2,5,7,294
63063,50,2734,18,16,34,242,240,482,4,19,23,505
63188,50,2734,16,14,30,135,143,278,10,4,14,292
63817,50,2734,9,8,17,504,468,972,3,1,4,976
64772,50,2734,8,2,10,472,2,474,0,0,0,474
65102,50,2734,10,7,17,70,53,123,1,3,4,127
65526,50,2734,6,7,13,56,56,112,3,4,7,119
66245,50,2734,34,34,68,190,177,367,3,13,16,383
66404,50,2734,15,11,26,262,168,430,2,0,2,432
66754,50,2734,22,25,47,252,273,525,15,27,42,567
66991,50,2734,24,28,52,267,207,474,12,43,55,529
68494,50,2734,14,14,28,362,294,656,15,42,57,713
68533,50,2734,22,20,42,217,184,401,15,17,32,433
68633,50,2734,9,10,19,394,358,752,9,7,16,768
69065,50,2734,15,15,30,259,231,490,5,19,24,514
70889,50,2734,8,4,12,66,61,127,1,0,1,128
71187,50,2734,15,17,32,288,249,537,4,8,12,549
71518,50,2734,9,10,19,14,13,27,2,2,4,31
71627,50,2734,12,20,32,95,91,186,1,22,23,209
71700,50,2734,11,20,31,168,174,342,8,27,35,377
71782,50,2734,7,8,15,89,14,103,1,2,3,106
72746,50,2734,13,13,26,82,84,166,4,7,11,177
73175,50,2734,8,6,14,166,156,322,6,14,20,342
73303,50,2734,9,8,17,41,30,71,9,10,19,90
74916,50,2734,25,29,54,259,227,486,16,34,50,536
75261,50,2734,18,20,38,177,191,368,6,21,27,395
75468,50,2734,14,14,28,109,109,218,8,9,17,235
76313,50,2734,33,39,72,331,325,656,5,11,16,672
77023,50,2734,6,11,17,41,36,77,0,5,5,82
77291,50,2734,23,22,45,347,314,661,3,11,14,675
77824,50,2734,23,19,42,159,137,296,8,8,16,312
78062,50,2734,9,9,18,375,393,768,1,1,2,770
78638,50,2734,20,22,42,510,553,1063,3,20,23,1086
78911,50,2734,7,7,14,22,20,42,2,3,5,47
78966,50,2734,14,13,27,366,38,404,13,23,36,440
79877,50,2734,18,17,35,48,40,88,16,29,45,133
80058,50,2734,20,20,40,68,64,132,4,15,19,151
80193,50,2734,20,23,43,386,414,800,21,51,72,872
82060,50,2734,11,12,23,148,149,297,30,33,63,360
82282,50,2734,1,0,1,1,0,1,0,0,0,1
83184,50,2734,2,2,4,22,12,34,0,0,0,34
83568,50,2734,20,16,36,116,84,200,11,23,34,234
84215,50,2734,6,7,13,29,23,52,0,5,5,57
84472,50,2734,23,27,50,301,240,541,15,25,40,581
84841,50,2734,16,22,38,87,90,177,12,61,73,250
85596,50,2734,14,14,28,278,276,554,3,4,7,561
85970,50,2734,25,24,49,262,278,540,2,20,22,562
86009,50,2734,15,13,28,193,198,391,5,11,16,407
86237,50,2734,8,6,14,17,15,32,2,2,4,36
86352,50,2734,25,30,55,73,88,161,19,41,60,221
86610,50,2734,9,15,24,120,125,245,16,47,63,308
86727,50,2734,8,8,16,323,324,647,2,5,7,654
88133,50,2734,14,17,31,75,63,138,12,22,34,172
88175,50,2734,10,12,22,78,74,152,2,12,14,166
89827,50,2734,11,9,20,52,40,92,7,7,14,106
10060,51,2735,5,5,10,127,118,245,1,3,4,249
10353,51,2735,27,25,52,524,526,1050,10,13,23,1073
10841,51,2735,12,20,32,117,123,240,6,29,35,275
11023,51,2735,5,5,10,51,63,114,0,2,2,116
11360,51,2735,8,8,16,60,62,122,12,21,33,155
11692,51,2735,11,18,29,698,677,1375,1,19,20,1395
13799,51,2735,17,18,35,112,104,216,14,28,42,258
13882,51,2735,22,27,49,215,274,489,2,6,8,497
14106,51,2735,12,11,23,145,76,221,10,1,11,232
14188,51,2735,10,15,25,90,80,170,3,10,13,183
15071,51,2735,9,9,18,76,86,162,2,9,11,173
15776,51,2735,15,15,30,140,118,258,6,16,22,280
16313,51,2735,35,35,70,303,285,588,10,29,39,627
16495,51,2735,25,31,56,279,300,579,8,43,51,630
16933,51,2735,22,22,44,381,347,728,13,9,22,750
17353,51,2735,14,10,24,78,31,109,9,20,29,138
18344,51,2735,2,1,3,12,10,22,0,0,0,22
18394,51,2735,30,32,62,718,498,1216,5,8,13,1229
19844,51,2735,15,14,29,69,58,127,6,6,12,139
21350,51,2735,23,27,50,453,463,916,10,42,52,968
22617,51,2735,11,11,22,92,98,190,2,4,6,196
22745,51,2735,10,14,24,161,137,298,4,10,14,312
22931,51,2735,10,7,17,45,31,76,1,9,10,86
23040,51,2735,5,6,11,62,73,135,3,3,6,141
23144,51,2735,10,9,19,33,26,59,0,6,6,65
24543,51,2735,6,11,17,57,49,106,4,14,18,124
24760,51,2735,13,15,28,232,222,454,14,33,47,501
24853,51,2735,13,17,30,49,64,113,0,10,10,123
25171,51,2735,21,20,41,133,142,275,25,19,44,319
25323,51,2735,8,9,17,13,21,34,1,7,8,42
25494,51,2735,36,36,72,339,340,679,27,46,73,752
25544,51,2735,24,28,52,153,179,332,1,14,15,347
25947,51,2735,7,11,18,50,46,96,0,10,10,106
26127,51,2735,23,21,44,142,126,268,29,54,83,351
26425,51,2735,10,7,17,77,79,156,3,2,5,161
28831,51,2735,0,3,3,0,1,1,0,3,3,4
29914,51,2735,6,7,13,311,228,539,10,9,19,558
30076,51,2735,17,21,38,122,136,258,0,3,3,261
31372,51,2735,6,11,17,64,67,131,0,8,8,139
31583,51,2735,43,44,87,423,394,817,15,34,49,866
32100,51,2735,7,7,14,6,5,11,2,7,9,20
32174,51,2735,13,15,28,94,91,185,5,20,25,210
32899,51,2735,6,7,13,25,37,62,5,3,8,70
34250,51,2735,15,15,30,67,68,135,18,19,37,172
34853,51,2735,15,15,30,260,273,533,31,43,74,607
35227,51,2735,16,15,31,214,204,418,0,0,0,418
36006,51,2735,5,5,10,26,23,49,5,2,7,56
36143,51,2735,21,10,31,47,11,58,0,32,32,90
36951,51,2735,44,53,97,463,475,938,11,28,39,977
37617,51,2735,12,13,25,465,343,808,1,5,6,814
38823,51,2735,13,14,27,76,77,153,5,6,11,164
38893,51,2735,10,8,18,76,46,122,1,2,3,125
38901,51,2735,26,26,52,360,328,688,12,8,20,708
38927,51,2735,17,18,35,168,162,330,2,9,11,341
39122,51,2735,11,8,19,146,33,179,9,10,19,198
39701,51,2735,26,25,51,553,584,1137,17,57,74,1211
39783,51,2735,8,13,21,43,47,90,12,17,29,119
40629,51,2735,15,20,35,105,86,191,10,16,26,217
40997,51,2735,15,18,33,222,271,493,14,64,78,571
41393,51,2735,16,17,33,54,48,102,8,10,18,120
44167,51,2735,30,32,62,186,185,371,2,6,8,379
44520,51,2735,5,4,9,51,47,98,5,10,15,113
44947,51,2735,10,10,20,252,254,506,2,3,5,511
44956,51,2735,1,3,4,5,4,9,0,9,9,18
45000,51,2735,7,11,18,123,106,229,3,7,10,239
45292,51,2735,40,49,89,367,379,746,6,44,50,796
45539,51,2735,13,12,25,235,194,429,6,7,13,442
45945,51,2735,8,7,15,242,213,455,7,7,14,469
46021,51,2735,16,14,30,177,140,317,11,42,53,370
46160,51,2735,7,9,16,26,30,56,0,1,1,57
46654,51,2735,15,12,27,756,690,1446,26,31,57,1503
46771,51,2735,27,32,59,219,179,398,5,34,39,437
48187,51,2735,4,0,4,24,0,24,0,0,0,24
48429,51,2735,10,11,21,113,92,205,5,5,10,215
48990,51,2735,8,10,18,42,35,77,11,12,23,100
